station_id,n_training_batches,n_validation_batches,source,size_bin,fold,block,lat,long,nearest_other_fold_km_blocked,nearest_other_fold_km_random
CAMELSH__08029500,279,121,CAMELSH,4,3,31,30.819,-93.786,135.63711976228385,52.99861422485212
CAMELSH__08031000,166,78,CAMELSH,2,3,31,30.186,-93.909,170.70309235072003,26.92486104504139
CAMELSH__08032000,261,119,CAMELSH,3,3,31,31.892,-95.431,77.20890207808634,42.88784532100836
CAMELSH__08032500,19,10,CAMELSH,0,3,31,31.579,-95.166,107.18559606624034,22.22569120076854
CAMELSH__08033000,88,39,CAMELSH,0,3,31,31.133,-94.81,155.65208104255143,36.58370337154591
CAMELSH__08033500,260,118,CAMELSH,3,3,31,31.025,-94.399,175.23071733212208,40.94182806749335
CAMELSH__08033900,59,33,CAMELSH,0,3,31,31.86,-94.823,75.27904702909481,32.13014930825214
CAMELSH__08034500,126,61,CAMELSH,1,3,31,31.977,-95.161,64.01151796400596,34.4520331466846
CAMELSH__08036500,255,116,CAMELSH,3,3,31,31.67,-94.957,95.29447112489338,22.22569120076854
CAMELSH__08037050,47,27,CAMELSH,0,3,31,31.616,-94.641,105.66376122172323,30.510484775926937
CAMELSH__08038000,14,7,CAMELSH,0,3,31,31.504,-94.304,129.4786969954772,54.02231691298187
CAMELSH__08041500,262,119,CAMELSH,3,3,31,30.398,-94.264,192.1653891590738,25.39414117655214
CAMELSH__08041700,127,61,CAMELSH,1,3,31,30.106,-94.335,210.47581362270745,16.21693872945391
CAMELSH__08041749,106,51,CAMELSH,1,3,31,30.179,-94.189,195.7452283425085,16.21693872945391
CAMELSH__08042800,125,61,CAMELSH,1,2,9,33.292,-98.081,112.06137955441524,36.504338890885606
CAMELSH__08043950,46,27,CAMELSH,0,2,9,33.274,-97.679,141.94852089615213,4.90144861606219
CAMELSH__08044000,123,60,CAMELSH,1,2,9,33.232,-97.695,138.4235324350368,4.90144861606219
CAMELSH__08044500,125,61,CAMELSH,1,2,9,33.085,-97.559,136.30979812209782,15.617246231147341
CAMELSH__08044800,222,101,CAMELSH,3,2,9,32.946,-97.583,123.67443996917004,15.617246231147341
CAMELSH__08047000,126,61,CAMELSH,1,2,9,32.665,-97.442,116.05014269269662,3.3685115900157196
CAMELSH__08047050,191,89,CAMELSH,2,2,9,32.695,-97.447,117.23328130778151,3.3685115900157196
CAMELSH__08047500,294,128,CAMELSH,4,2,9,32.732,-97.359,126.42728852254895,6.91434049312188
CAMELSH__08048000,126,61,CAMELSH,1,2,9,32.761,-97.333,130.12959335555598,4.2345024836777165
CAMELSH__08048543,121,59,CAMELSH,1,2,9,32.752,-97.289,133.2360598652281,4.2345024836777165
CAMELSH__08048970,272,123,CAMELSH,4,2,9,32.603,-97.265,128.26077176929627,16.71962575820102
CAMELSH__08049500,126,61,CAMELSH,1,2,9,32.799,-97.03,157.1707604810337,11.256322221626059
CAMELSH__08049580,256,116,CAMELSH,3,2,9,32.491,-97.123,132.1885987702543,10.199330616856647
CAMELSH__08049700,126,61,CAMELSH,1,2,9,32.581,-97.102,141.79724140556712,10.199330616856647
CAMELSH__08050100,123,60,CAMELSH,1,2,9,32.748,-96.926,163.41530143918337,11.256322221626059
CAMELSH__08050400,124,61,CAMELSH,1,2,9,33.624,-97.156,197.75955177988314,20.824169018906836
CAMELSH__08050800,124,61,CAMELSH,1,2,9,33.555,-96.947,186.40515165916148,13.369961379275558
CAMELSH__08050840,247,113,CAMELSH,3,2,9,33.526,-96.807,178.45462941783737,13.369961379275558
CAMELSH__08051500,171,80,CAMELSH,2,2,9,33.336,-97.179,180.90191157028462,20.747189500899236
CAMELSH__08052700,234,107,CAMELSH,3,2,9,33.283,-96.893,196.821542543424,7.117082819229648
CAMELSH__08052745,149,70,CAMELSH,1,2,9,33.219,-96.892,192.5617518897445,7.117082819229648
CAMELSH__08052780,121,58,CAMELSH,1,2,9,33.152,-97.142,169.64764663902866,14.35080781668601
CAMELSH__08053000,250,112,CAMELSH,3,2,9,33.046,-96.961,176.29739866601255,4.613710543551205
CAMELSH__08053009,131,64,CAMELSH,1,2,9,33.027,-96.917,178.63646604673772,4.613710543551205
CAMELSH__08053500,121,59,CAMELSH,1,2,9,33.119,-97.291,156.7264060217105,14.35080781668601
CAMELSH__08055000,159,75,CAMELSH,1,2,9,32.987,-97.013,168.68474105634223,6.846863124720387
CAMELSH__08055500,281,127,CAMELSH,4,2,9,32.966,-96.944,172.9919051830916,6.846863124720387
CAMELSH__08056500,110,54,CAMELSH,1,2,9,32.807,-96.802,162.22440781548295,10.04036752244842
CAMELSH__08057200,246,113,CAMELSH,3,2,9,32.889,-96.757,166.70502839683743,10.04036752244842
CAMELSH__08057445,121,58,CAMELSH,1,2,9,32.705,-96.67,146.113282848206,16.76321631262681
CAMELSH__08059000,106,53,CAMELSH,1,2,9,33.204,-96.596,182.22458137466288,14.587914306129006
CAMELSH__08059350,128,62,CAMELSH,1,2,9,33.225,-96.373,167.20240177334065,12.852754011227725
CAMELSH__08059400,88,38,CAMELSH,0,2,9,33.295,-96.483,171.3598374729539,12.852754011227725
CAMELSH__08061000,3,8,CAMELSH,0,2,9,33.024,-96.476,159.55036088667222,14.706919549068422
CAMELSH__08061540,239,107,CAMELSH,3,2,9,32.96,-96.614,162.57506200062394,14.706919549068422
CAMELSH__08061750,123,60,CAMELSH,1,2,9,32.774,-96.504,140.64595391169473,15.116213599407043
CAMELSH__08062000,125,61,CAMELSH,1,2,9,32.639,-96.485,129.30662204636073,15.116213599407043
CAMELSH__08062800,161,75,CAMELSH,1,2,9,32.505,-96.116,93.81037878035727,21.66152401614419
CAMELSH__08062895,113,56,CAMELSH,1,2,9,32.556,-96.339,112.90080792959051,16.49975214745208
CAMELSH__08063048,82,42,CAMELSH,0,2,9,31.978,-96.873,103.57601146913599,32.47893928031015
CAMELSH__08063100,124,60,CAMELSH,1,2,9,31.938,-96.681,85.41763563351407,32.64935082079283
CAMELSH__08063800,122,59,CAMELSH,1,2,9,32.243,-96.64,103.14480760680954,34.133683316814675
CAMELSH__08064100,124,61,CAMELSH,1,2,9,32.198,-96.52,91.85286773565547,32.64935082079283
CAMELSH__08064700,232,106,CAMELSH,3,2,9,31.848,-96.29,49.0068860956068,38.24620870320458
CAMELSH__08065200,126,60,CAMELSH,1,3,31,31.57,-95.888,49.0068860956068,49.0068860956068
CAMELSH__08065800,263,120,CAMELSH,3,3,31,30.885,-95.778,104.21301292383161,39.54520818058291
CAMELSH__08066170,118,54,CAMELSH,1,3,31,30.907,-95.089,154.74818626545732,36.58370337154591
CAMELSH__08066200,251,115,CAMELSH,3,3,31,30.716,-94.959,176.63012026136468,31.24638706159014
CAMELSH__08066300,210,97,CAMELSH,2,3,31,30.481,-94.78,184.7525663984782,31.24638706159014
CAMELSH__08067650,29,14,CAMELSH,0,3,31,30.342,-95.543,112.70696888914794,17.51737516731651
CAMELSH__08068000,263,120,CAMELSH,3,3,31,30.245,-95.457,114.76454537438661,6.835714273665942
CAMELSH__08068090,229,104,CAMELSH,3,3,31,30.086,-95.3,122.92143735890173,18.155394396125672
CAMELSH__08068275,192,89,CAMELSH,2,3,31,30.12,-95.646,92.51674089772241,12.562602676618317
CAMELSH__08068390,197,91,CAMELSH,2,3,31,30.191,-95.491,109.31624737644977,0.6819059648602457
CAMELSH__08068400,198,92,CAMELSH,2,3,31,30.192,-95.484,109.97844390472221,0.6819059648602457
CAMELSH__08068450,184,85,CAMELSH,2,3,31,30.131,-95.481,107.7643767379777,6.789019876887817
CAMELSH__08068500,225,103,CAMELSH,3,3,31,30.11,-95.436,111.10857586563944,10.219493028624303
CAMELSH__08068780,232,105,CAMELSH,3,3,31,30.016,-95.697,84.02232586236278,12.562602676618317
CAMELSH__08070000,259,118,CAMELSH,3,3,31,30.337,-95.104,149.87377983718355,13.095676855505548
CAMELSH__08070200,264,120,CAMELSH,3,3,31,30.145,-95.124,140.97548127968759,7.282288059576147
CAMELSH__08070500,263,120,CAMELSH,3,3,31,30.26,-95.302,129.02915030112737,13.217205105881717
CAMELSH__08071000,195,91,CAMELSH,2,3,31,30.233,-95.168,139.9134505760483,10.659910456208731
CAMELSH__08071280,167,73,CAMELSH,2,3,31,30.11,-95.06,145.96926128917096,7.282288059576147
CAMELSH__08074020,191,89,CAMELSH,2,3,31,29.871,-95.48,101.78809812390197,2.35390565813314
CAMELSH__08074150,9,4,CAMELSH,0,3,31,29.851,-95.488,100.87703932159839,2.35390565813314
CAMELSH__08075500,34,15,CAMELSH,0,3,31,29.674,-95.289,119.1447442009929,6.097639834157747
CAMELSH__08075605,134,65,CAMELSH,1,3,31,29.657,-95.229,122.13047528949949,6.097639834157747
CAMELSH__08078000,257,117,CAMELSH,3,3,31,29.369,-95.321,96.01255795544883,33.23853656224357
CAMELSH__08079600,158,71,CAMELSH,1,1,61,33.038,-101.198,146.0960424249265,58.280172275567814
CAMELSH__08080700,169,79,CAMELSH,2,1,61,34.179,-101.703,77.91535753553525,77.91535753553525
CAMELSH__08082700,235,104,CAMELSH,3,1,61,33.329,-99.465,41.85068215534667,41.85068215534667
CAMELSH__08083100,222,97,CAMELSH,3,1,61,32.788,-100.389,127.804242050762,54.089415444199695
CAMELSH__08083230,139,67,CAMELSH,1,1,61,32.675,-100.073,130.1940643207258,37.633453805557544
CAMELSH__08083240,53,30,CAMELSH,0,1,61,32.598,-99.815,128.79462749278494,15.011292080433615
CAMELSH__08083420,177,83,CAMELSH,2,1,61,32.475,-99.749,140.28167179164925,15.011292080433615
CAMELSH__08084000,217,99,CAMELSH,3,1,61,32.69,-99.67,115.31023748822085,16.999125423603157
CAMELSH__08084800,236,104,CAMELSH,3,1,61,32.931,-99.643,88.70627816977385,26.916512221615914
CAMELSH__08086050,167,78,CAMELSH,2,1,61,32.559,-99.17,124.7451312087119,18.352812478440693
CAMELSH__08086212,215,98,CAMELSH,3,1,61,32.733,-99.141,109.97251013821531,15.852803659574699
CAMELSH__08086290,209,97,CAMELSH,2,1,61,32.648,-99.005,112.06137955441524,15.852803659574699
CAMELSH__08091500,126,61,CAMELSH,1,2,9,32.232,-97.777,71.10307025141978,36.32804592705569
CAMELSH__08092000,139,67,CAMELSH,1,2,9,32.151,-97.403,86.74846551833436,34.144063224244725
CAMELSH__08093360,183,82,CAMELSH,2,2,9,31.895,-97.203,73.74286102531981,32.47893928031015
CAMELSH__08094800,105,52,CAMELSH,1,2,9,31.978,-98.035,40.058326412984364,22.529965993988682
CAMELSH__08095000,230,105,CAMELSH,3,2,9,31.786,-97.568,43.33833520721219,15.93871894012811
CAMELSH__08095200,254,115,CAMELSH,3,2,9,31.67,-97.469,38.27945754358437,15.93871894012811
CAMELSH__08095300,126,60,CAMELSH,1,2,9,31.509,-97.366,38.495136019995364,5.311404614591571
CAMELSH__08095400,146,68,CAMELSH,1,2,9,31.556,-97.356,40.8522733451846,5.311404614591571
CAMELSH__08098300,164,78,CAMELSH,2,4,82,31.027,-96.988,64.52305611935829,46.288161182987146
CAMELSH__08099100,122,57,CAMELSH,1,1,61,32.174,-98.533,51.73616168794071,25.00985681312793
CAMELSH__08099300,202,87,CAMELSH,2,1,61,32.114,-98.606,55.90173136276164,22.201328094537637
CAMELSH__08099500,128,60,CAMELSH,1,1,61,31.958,-98.459,37.038077225661034,22.201328094537637
CAMELSH__08100000,123,60,CAMELSH,1,2,9,31.789,-98.121,37.038077225661034,22.529965993988682
CAMELSH__08100500,126,61,CAMELSH,1,4,82,31.433,-97.762,38.27945754358437,20.179912044649072
CAMELSH__08101000,121,59,CAMELSH,1,4,82,31.285,-97.885,55.19910674329536,20.179912044649072
CAMELSH__08102500,125,61,CAMELSH,1,4,82,31.07,-97.441,49.33205052124528,9.03982914485833
CAMELSH__08103800,126,61,CAMELSH,1,4,82,31.082,-98.017,77.97703855160545,18.999016617410998
CAMELSH__08103900,236,108,CAMELSH,3,4,82,30.912,-98.037,92.08031228151776,18.999016617410998
CAMELSH__08104100,124,60,CAMELSH,1,4,82,31.002,-97.493,57.653870882130384,9.03982914485833
CAMELSH__0810464660,117,57,CAMELSH,1,4,82,30.698,-97.849,101.22697102802823,17.102182783550354
CAMELSH__08104900,124,60,CAMELSH,1,4,82,30.626,-97.691,102.9488647514247,8.889636911434865
CAMELSH__08105095,157,75,CAMELSH,1,4,82,30.703,-97.666,94.06412195966796,8.889636911434865
CAMELSH__08105700,126,61,CAMELSH,1,4,82,30.694,-97.279,91.00162966147877,37.01562578861504
CAMELSH__08109700,125,60,CAMELSH,1,4,82,30.339,-96.905,84.42348619692092,53.30792004059995
CAMELSH__08110325,125,61,CAMELSH,1,2,9,31.574,-96.521,59.96956527353164,43.20960960867984
CAMELSH__08111000,3,6,CAMELSH,0,3,31,30.87,-96.192,77.89118305606836,39.54520818058291
CAMELSH__08111700,124,61,CAMELSH,1,3,31,29.881,-96.205,32.83148555245579,32.83148555245579
CAMELSH__08115000,264,120,CAMELSH,3,3,31,29.477,-95.813,70.24270547573997,7.479965467611044
CAMELSH__08116400,124,60,CAMELSH,1,3,31,29.512,-95.747,76.87648747302214,7.479965467611044
CAMELSH__08117500,260,118,CAMELSH,3,3,31,29.314,-95.894,50.658111199073275,19.75058597817152
CAMELSH__08120500,176,82,CAMELSH,2,1,61,32.574,-100.908,172.008852626389,54.089415444199695
CAMELSH__08127000,228,104,CAMELSH,3,1,61,31.749,-99.948,130.89853986713788,67.47159484601559
CAMELSH__08128000,174,82,CAMELSH,2,1,61,31.187,-100.502,99.82254694275038,14.572949776809498
CAMELSH__08128400,180,84,CAMELSH,2,1,61,31.427,-100.711,132.97865528419985,19.626398009055567
CAMELSH__08131400,176,83,CAMELSH,2,1,61,31.309,-100.446,107.16039694239113,14.572949776809498
CAMELSH__08133250,178,83,CAMELSH,2,1,61,31.897,-101.105,196.9959057564484,55.68724493374166
CAMELSH__08134000,208,96,CAMELSH,2,1,61,31.593,-100.637,143.46028044801693,9.553191265213112
CAMELSH__08134250,177,83,CAMELSH,2,1,61,31.543,-100.555,134.56789450526946,9.553191265213112
CAMELSH__08143600,214,99,CAMELSH,3,1,61,31.517,-98.741,33.86773294672939,33.86773294672939
CAMELSH__08144500,207,90,CAMELSH,2,1,61,30.919,-99.786,44.74122747489052,44.74122747489052
CAMELSH__08144600,111,49,CAMELSH,1,1,61,31.004,-99.269,41.08559890344192,41.08559890344192
CAMELSH__08146000,210,90,CAMELSH,2,4,82,31.213,-98.719,33.86773294672939,33.86773294672939
CAMELSH__08148500,167,79,CAMELSH,2,4,82,30.517,-99.806,44.74122747489052,44.74122747489052
CAMELSH__08150000,210,90,CAMELSH,2,4,82,30.504,-99.735,46.40274510183574,46.40274510183574
CAMELSH__08150700,209,90,CAMELSH,2,4,82,30.661,-99.109,41.08559890344192,2.262679917307769
CAMELSH__08150800,215,96,CAMELSH,2,4,82,30.644,-99.096,43.30479152915333,2.262679917307769
CAMELSH__08152000,215,99,CAMELSH,3,4,82,30.558,-98.472,90.86464599427367,30.39475381046725
CAMELSH__08152900,208,92,CAMELSH,2,4,82,30.22,-98.87,95.17215379886025,34.61954108702362
CAMELSH__08153500,126,61,CAMELSH,1,4,82,30.292,-98.399,114.86711254743128,30.39475381046725
CAMELSH__08154700,124,60,CAMELSH,1,4,82,30.372,-97.785,132.59321868756953,4.846042594898768
CAMELSH__08155240,275,125,CAMELSH,4,4,82,30.274,-97.845,144.73175944297364,4.5696681126027325
CAMELSH__08155300,117,57,CAMELSH,1,4,82,30.245,-97.802,146.5798116654173,2.777145499759362
CAMELSH__08155400,197,91,CAMELSH,2,4,82,30.264,-97.772,143.75632907667224,1.9121491403768827
CAMELSH__08155541,127,62,CAMELSH,1,4,82,30.247,-97.769,145.50256782798442,1.9121491403768827
CAMELSH__08156675,122,59,CAMELSH,1,4,82,30.354,-97.739,133.2664367337662,3.7735661634031805
CAMELSH__08156800,122,60,CAMELSH,1,4,82,30.277,-97.75,141.80729208988427,2.5599374773776886
CAMELSH__08156910,127,62,CAMELSH,1,4,82,30.323,-97.723,136.2033531593156,3.7735661634031805
CAMELSH__08158030,125,61,CAMELSH,1,4,82,30.286,-97.709,139.87370197855316,2.767383087757151
CAMELSH__08158035,126,61,CAMELSH,1,4,82,30.263,-97.712,142.42843716128274,3.9674795469373385
CAMELSH__08158045,25,17,CAMELSH,0,4,82,30.301,-97.686,137.74914746053472,2.767383087757151
CAMELSH__08158200,124,60,CAMELSH,1,4,82,30.375,-97.661,129.19538185084846,4.2490141975852085
CAMELSH__08158380,123,60,CAMELSH,1,4,82,30.354,-97.698,132.2762168221012,3.9340438039687298
CAMELSH__08158600,121,59,CAMELSH,1,4,82,30.283,-97.655,139.0857280372778,5.195819921906961
CAMELSH__08158700,262,120,CAMELSH,3,4,82,30.083,-98.008,158.33602859509648,10.117448486324736
CAMELSH__08158810,122,60,CAMELSH,1,4,82,30.155,-97.94,158.4228221983366,6.978734746479481
CAMELSH__08158819,41,24,CAMELSH,0,4,82,30.144,-97.861,158.96946148912568,3.432308586440482
CAMELSH__08158827,161,75,CAMELSH,1,4,82,30.126,-97.821,157.97666401212066,4.140404347280325
CAMELSH__08158840,122,59,CAMELSH,1,4,82,30.209,-97.903,153.3716865187694,5.042578661430311
CAMELSH__08158860,155,73,CAMELSH,1,4,82,30.162,-97.832,156.24748671313557,3.432308586440482
CAMELSH__08158920,107,53,CAMELSH,1,4,82,30.235,-97.86,149.30142144928544,4.5696681126027325
CAMELSH__08158930,179,84,CAMELSH,2,4,82,30.221,-97.794,148.93083834716742,2.777145499759362
CAMELSH__08158970,126,62,CAMELSH,1,4,82,30.189,-97.733,150.9003494774822,6.857397775591482
CAMELSH__08159000,250,115,CAMELSH,3,4,82,30.178,-97.689,146.62931511383138,9.70648460901563
CAMELSH__08160800,227,102,CAMELSH,3,4,82,29.799,-96.532,32.83148555245579,32.83148555245579
CAMELSH__08162600,258,118,CAMELSH,3,4,82,28.928,-96.171,50.658111199073275,28.7265549813839
CAMELSH__08163500,69,35,CAMELSH,0,4,82,29.443,-96.945,86.5127001803855,13.056166478409693
CAMELSH__08164000,256,117,CAMELSH,3,4,82,28.96,-96.686,86.40847846934669,15.047042758619524
CAMELSH__08164300,255,114,CAMELSH,3,4,82,29.467,-96.813,74.62964561238796,13.056166478409693
CAMELSH__08164390,213,99,CAMELSH,2,4,82,29.066,-96.674,80.58279065361732,20.129031577488433
CAMELSH__08164450,211,94,CAMELSH,2,4,82,29.16,-96.546,65.53968316695156,12.435641161839309
CAMELSH__08164503,254,116,CAMELSH,3,4,82,29.072,-96.467,61.788903702805825,4.860568312847105
CAMELSH__08164504,216,98,CAMELSH,3,4,82,29.071,-96.417,57.51107753302823,4.860568312847105
CAMELSH__08164600,256,114,CAMELSH,3,4,82,28.891,-96.819,101.43384811461112,15.047042758619524
CAMELSH__08164800,257,118,CAMELSH,3,4,82,28.725,-96.769,107.36845309713212,27.352782228244497
CAMELSH__08165300,219,94,CAMELSH,3,4,82,30.064,-99.387,102.47037197934655,6.290595224035205
CAMELSH__08165500,257,114,CAMELSH,3,4,82,30.07,-99.322,103.98002423413635,5.020785404387824
CAMELSH__08166000,195,91,CAMELSH,2,4,82,30.1,-99.283,100.52915251985942,5.020785404387824
CAMELSH__08166140,193,90,CAMELSH,2,4,82,30.07,-99.195,104.09758382444267,3.6134887058751395
CAMELSH__08166200,220,96,CAMELSH,3,4,82,30.053,-99.163,106.23261959774797,3.6134887058751395
CAMELSH__08166250,117,57,CAMELSH,1,4,82,29.988,-99.11,113.99650911248357,8.847426780794844
CAMELSH__08167000,277,119,CAMELSH,4,4,82,29.97,-98.893,120.48812392849902,20.99661811392791
CAMELSH__08167500,278,124,CAMELSH,4,4,82,29.86,-98.384,152.90722132323276,19.672781781590928
CAMELSH__08167800,284,126,CAMELSH,4,4,82,29.859,-98.18,164.6522856470489,17.378716786727953
CAMELSH__08168500,242,106,CAMELSH,3,4,82,29.715,-98.11,181.4066765947132,1.605553622312719
CAMELSH__08168797,137,66,CAMELSH,1,4,82,29.688,-98.155,181.21704827056595,3.6823410611632488
CAMELSH__08169000,264,118,CAMELSH,3,4,82,29.706,-98.123,181.44292468379606,1.605553622312719
CAMELSH__08169792,148,70,CAMELSH,1,4,82,29.536,-97.881,166.34876495068343,26.52242448748371
CAMELSH__08170500,232,107,CAMELSH,3,4,82,29.889,-97.934,166.6920132245724,10.271290340701208
CAMELSH__08171000,241,103,CAMELSH,3,4,82,29.994,-98.089,159.35368440936503,12.598894687680296
CAMELSH__08171290,77,39,CAMELSH,0,4,82,30.006,-97.952,168.02887269457258,5.03726504810697
CAMELSH__08171300,244,112,CAMELSH,3,4,82,29.979,-97.91,164.66257380331086,5.03726504810697
CAMELSH__08172000,276,120,CAMELSH,4,4,82,29.666,-97.651,141.59483774958937,5.908313078244524
CAMELSH__08172400,255,116,CAMELSH,3,4,82,29.923,-97.679,142.15842407955907,23.11042345123521
CAMELSH__08173000,190,89,CAMELSH,2,4,82,29.7,-97.604,136.49492062623523,5.908313078244524
CAMELSH__08173900,217,99,CAMELSH,3,4,82,29.484,-97.45,128.1167202792719,12.922223031980753
CAMELSH__08174600,186,86,CAMELSH,2,4,82,29.474,-97.317,116.57185208565072,12.922223031980753
CAMELSH__08175000,252,115,CAMELSH,3,4,82,29.215,-97.449,141.296117784822,29.911592296414003
CAMELSH__08176900,252,116,CAMELSH,3,4,82,28.862,-97.226,138.84558381336606,15.10706260514104
CAMELSH__08177300,188,81,CAMELSH,2,4,82,28.752,-97.317,151.80453006752677,15.10706260514104
CAMELSH__08177500,253,116,CAMELSH,3,4,82,28.731,-97.139,137.31779205361013,16.853909261012873
CAMELSH__08177700,174,82,CAMELSH,2,4,82,29.499,-98.51,182.53719218772704,7.875219851308515
CAMELSH__08178000,95,48,CAMELSH,0,4,82,29.41,-98.495,192.2162726369477,9.89213834834825
CAMELSH__08178565,264,116,CAMELSH,3,4,82,29.322,-98.45,202.92586087964474,7.576433952255143
CAMELSH__08178700,223,102,CAMELSH,3,4,82,29.516,-98.431,183.99310540752657,7.875219851308515
CAMELSH__08178800,282,122,CAMELSH,4,4,82,29.357,-98.413,200.77012282824396,9.89213834834825
CAMELSH__08178880,272,117,CAMELSH,4,4,82,29.724,-99.07,143.60425843297423,17.541554226945767
CAMELSH__08180700,254,109,CAMELSH,3,4,82,29.335,-98.69,193.7504251314032,13.327081988709335
CAMELSH__08180800,44,26,CAMELSH,0,4,82,29.262,-98.581,204.68818310308444,7.566849545080026
CAMELSH__08181400,243,112,CAMELSH,3,4,82,29.579,-98.692,167.8573563361985,19.726592114918976
CAMELSH__08181480,276,119,CAMELSH,4,4,82,29.33,-98.584,197.44402696000265,7.566849545080026
CAMELSH__08181500,264,120,CAMELSH,3,4,82,29.264,-98.491,207.43930424165825,7.576433952255143
CAMELSH__08181800,276,118,CAMELSH,4,4,82,29.222,-98.356,216.73517283630926,13.905886453916224
CAMELSH__08183200,140,67,CAMELSH,1,4,82,29.11,-98.174,208.95822124272988,20.56788935884268
CAMELSH__08183500,277,120,CAMELSH,4,4,82,28.952,-98.064,207.58285683974225,14.745021004665048
CAMELSH__08183890,47,28,CAMELSH,0,4,82,29.782,-98.713,145.96951854118046,1.6991490692613718
CAMELSH__08183900,123,60,CAMELSH,1,4,82,29.774,-98.698,147.3274794506035,1.6991490692613718
CAMELSH__08185000,256,117,CAMELSH,3,4,82,29.594,-98.311,181.76846938058412,14.489690704862783
CAMELSH__08185065,138,67,CAMELSH,1,4,82,29.501,-98.186,195.96345868734693,6.548278415549697
CAMELSH__08185100,141,67,CAMELSH,1,4,82,29.444,-98.169,195.887882435326,6.548278415549697
CAMELSH__08185500,142,68,CAMELSH,1,4,82,29.28,-98.053,190.78890951514023,27.747460083751687
CAMELSH__08186000,258,117,CAMELSH,3,4,82,29.014,-97.93,192.85162841218227,14.745021004665048
CAMELSH__08186500,156,74,CAMELSH,1,4,82,28.92,-97.772,185.63688029010314,18.588063880640995
CAMELSH__08189200,220,101,CAMELSH,3,4,82,28.304,-97.112,163.38674527714048,16.404733335271622
CAMELSH__08189300,175,82,CAMELSH,2,4,82,28.483,-97.657,194.91570784182306,22.516118968110753
CAMELSH__08189500,262,113,CAMELSH,3,4,82,28.292,-97.279,176.42324381663005,16.404733335271622
CAMELSH__08189700,224,103,CAMELSH,3,4,82,28.283,-97.621,203.6170948815459,22.516118968110753
CAMELSH__08190000,256,117,CAMELSH,3,4,82,29.429,-99.997,166.91723991447705,23.652934912317566
CAMELSH__08190500,260,117,CAMELSH,3,4,82,29.473,-100.236,166.5020490618574,23.652934912317566
CAMELSH__08192000,253,114,CAMELSH,3,4,82,29.124,-99.895,199.87053545809454,15.134776854454884
CAMELSH__08194200,230,106,CAMELSH,3,4,82,27.965,-98.967,335.29866875192397,80.51830961176881
CAMELSH__08195000,251,115,CAMELSH,3,4,82,29.489,-99.705,159.19913853788313,7.567538980861989
CAMELSH__08196000,246,113,CAMELSH,3,4,82,29.505,-99.781,157.2303602784818,7.567538980861989
CAMELSH__08197500,250,109,CAMELSH,3,4,82,29.246,-99.674,186.34093464984244,20.278234754254413
CAMELSH__08198000,253,113,CAMELSH,3,4,82,29.491,-99.493,161.26321797024823,19.721750733863757
CAMELSH__08198500,240,110,CAMELSH,3,4,82,29.314,-99.48,180.87821645529382,19.721750733863757
CAMELSH__08200000,242,111,CAMELSH,3,4,82,29.57,-99.247,158.6855168907619,14.508672603441326
CAMELSH__08200720,136,65,CAMELSH,1,4,82,29.376,-99.117,181.61379848569368,21.43703645007705
CAMELSH__08200977,135,64,CAMELSH,1,4,82,29.568,-99.097,160.5276373376847,14.508672603441326
CAMELSH__08201500,247,113,CAMELSH,3,4,82,29.573,-99.403,154.12337654666237,15.090560707880917
CAMELSH__08204005,163,77,CAMELSH,2,4,82,29.154,-99.743,196.3026842129653,15.134776854454884
CAMELSH__08205500,267,115,CAMELSH,3,4,82,28.737,-99.145,250.38065747949113,60.777539776713446
CAMELSH__08206700,272,117,CAMELSH,4,4,82,28.587,-98.546,268.87839312812855,26.16120730586366
CAMELSH__08207500,168,79,CAMELSH,2,4,82,28.865,-98.338,235.54151685926553,27.585900871369397
CAMELSH__08208000,256,117,CAMELSH,3,4,82,28.622,-98.281,244.6256868214515,26.16120730586366
CAMELSH__08211520,224,103,CAMELSH,3,4,82,27.711,-97.502,237.598846674647,52.80781100911493
CAMELSH__08211900,194,90,CAMELSH,2,4,82,27.773,-98.034,270.27875412220664,52.80781100911493
CAMELSH__08212400,184,86,CAMELSH,2,4,82,27.264,-98.136,316.45091530218247,79.88498242633719
CAMELSH__08220000,28,15,CAMELSH,0,0,81,37.689,-106.461,101.34612697409388,47.201017141153756
CAMELSH__08252500,119,54,CAMELSH,1,4,47,36.898,-105.255,138.26331136591546,2.7874262717294105
CAMELSH__08253000,120,55,CAMELSH,1,4,47,36.897,-105.26,137.99382204963445,2.3616497460050385
CAMELSH__08253500,118,54,CAMELSH,1,4,47,36.884,-105.281,137.51222143480155,1.2519121830442195
CAMELSH__08254000,123,57,CAMELSH,1,4,47,36.873,-105.284,138.1170234801569,1.2519121830442195
CAMELSH__08255500,204,92,CAMELSH,2,4,47,36.967,-105.507,116.4487929370191,3.3039441185622147
CAMELSH__08261000,129,59,CAMELSH,1,4,47,36.989,-105.532,113.15273050762731,3.3039441185622147
CAMELSH__08265000,226,104,CAMELSH,3,4,47,36.703,-105.568,128.75016557917365,3.354221674407626
CAMELSH__08266000,32,20,CAMELSH,0,4,47,36.731,-105.554,129.2878927087219,3.354221674407626
CAMELSH__08266820,263,117,CAMELSH,3,4,47,36.682,-105.656,121.72143332550931,8.18636070269537
CAMELSH__08267500,227,103,CAMELSH,3,4,47,36.542,-105.556,135.02225400186614,4.391292070027726
