station_id,n_training_batches,n_validation_batches,source,size_bin,fold
CAMELSH__05485605,152,72,CAMELSH,1,0
CAMELSH__05485640,154,71,CAMELSH,1,3
CAMELSH__05486000,195,90,CAMELSH,2,4
CAMELSH__05486490,218,99,CAMELSH,3,3
CAMELSH__05487470,215,95,CAMELSH,2,2
CAMELSH__05487980,207,93,CAMELSH,2,2
CAMELSH__05488200,209,96,CAMELSH,2,2
CAMELSH__05489000,221,100,CAMELSH,3,1
CAMELSH__05494300,120,56,CAMELSH,1,3
CAMELSH__05495000,181,83,CAMELSH,2,3
CAMELSH__05495500,233,100,CAMELSH,3,1
CAMELSH__05496000,204,90,CAMELSH,2,0
CAMELSH__05497000,60,26,CAMELSH,0,0
CAMELSH__05497150,134,64,CAMELSH,1,4
CAMELSH__05498000,61,26,CAMELSH,0,1
CAMELSH__05498150,122,59,CAMELSH,1,2
CAMELSH__05498700,120,59,CAMELSH,1,2
CAMELSH__05500000,205,89,CAMELSH,2,2
CAMELSH__05501000,210,90,CAMELSH,2,2
CAMELSH__05502300,206,89,CAMELSH,2,0
CAMELSH__05502500,256,116,CAMELSH,3,3
CAMELSH__05503800,221,99,CAMELSH,3,0
CAMELSH__05504800,222,98,CAMELSH,3,4
CAMELSH__05506100,222,100,CAMELSH,3,1
CAMELSH__05506350,176,82,CAMELSH,2,3
CAMELSH__05506500,49,23,CAMELSH,0,4
CAMELSH__05506800,221,98,CAMELSH,3,4
CAMELSH__05507600,227,98,CAMELSH,3,2
CAMELSH__05507800,214,95,CAMELSH,2,3
CAMELSH__05508000,235,103,CAMELSH,3,3
CAMELSH__05508805,215,96,CAMELSH,2,1
CAMELSH__05514500,211,93,CAMELSH,2,3
CAMELSH__05514712,12,13,CAMELSH,0,3
CAMELSH__05515000,104,51,CAMELSH,1,2
CAMELSH__05515500,270,123,CAMELSH,4,0
CAMELSH__05516500,269,122,CAMELSH,4,0
CAMELSH__05517000,272,123,CAMELSH,4,1
CAMELSH__05517500,275,125,CAMELSH,4,4
CAMELSH__05517530,263,120,CAMELSH,3,3
CAMELSH__05518000,267,121,CAMELSH,4,0
CAMELSH__05520500,264,116,CAMELSH,3,2
CAMELSH__05521000,98,49,CAMELSH,0,2
CAMELSH__05522000,29,17,CAMELSH,0,4
CAMELSH__05522500,258,117,CAMELSH,3,2
CAMELSH__05524500,216,100,CAMELSH,3,0
CAMELSH__05525000,255,114,CAMELSH,3,2
CAMELSH__05525500,252,112,CAMELSH,3,3
CAMELSH__05526000,242,110,CAMELSH,3,0
CAMELSH__05527800,264,115,CAMELSH,3,4
CAMELSH__05527900,65,34,CAMELSH,0,2
CAMELSH__05527905,65,32,CAMELSH,0,3
CAMELSH__05527910,76,39,CAMELSH,0,2
CAMELSH__05527950,232,104,CAMELSH,3,4
CAMELSH__05528000,297,129,CAMELSH,4,0
CAMELSH__05528500,273,121,CAMELSH,4,2
CAMELSH__05529000,288,125,CAMELSH,4,3
CAMELSH__05529500,272,118,CAMELSH,4,2
CAMELSH__05530000,261,114,CAMELSH,3,1
CAMELSH__05530990,274,118,CAMELSH,4,4
CAMELSH__05531300,261,116,CAMELSH,3,2
CAMELSH__05531500,279,122,CAMELSH,4,4
CAMELSH__05532000,282,122,CAMELSH,4,0
CAMELSH__05532500,285,124,CAMELSH,4,3
CAMELSH__05533000,295,128,CAMELSH,4,3
CAMELSH__05533400,249,114,CAMELSH,3,1
CAMELSH__05534500,280,121,CAMELSH,4,1
CAMELSH__05535000,279,121,CAMELSH,4,0
CAMELSH__05535070,273,118,CAMELSH,4,0
CAMELSH__05535500,291,126,CAMELSH,4,1
CAMELSH__05536000,276,120,CAMELSH,4,0
CAMELSH__05536105,184,86,CAMELSH,2,3
CAMELSH__05536118,21,16,CAMELSH,0,2
CAMELSH__05536195,241,109,CAMELSH,3,1
CAMELSH__05536215,286,124,CAMELSH,4,3
CAMELSH__05536235,253,109,CAMELSH,3,4
CAMELSH__05536255,279,121,CAMELSH,4,0
CAMELSH__05536275,293,127,CAMELSH,4,3
CAMELSH__05536290,252,115,CAMELSH,3,3
CAMELSH__05536340,245,112,CAMELSH,3,0
CAMELSH__05536500,276,120,CAMELSH,4,4
CAMELSH__05537500,249,114,CAMELSH,3,2
CAMELSH__05537980,133,64,CAMELSH,1,0
CAMELSH__05539000,245,112,CAMELSH,3,4
CAMELSH__05539900,282,122,CAMELSH,4,3
CAMELSH__05540060,250,114,CAMELSH,3,3
CAMELSH__05540091,111,48,CAMELSH,1,4
CAMELSH__05540095,289,125,CAMELSH,4,2
CAMELSH__05540130,225,101,CAMELSH,3,2
CAMELSH__05540160,261,112,CAMELSH,3,3
CAMELSH__05540195,223,102,CAMELSH,3,1
CAMELSH__05540250,249,112,CAMELSH,3,2
CAMELSH__05540275,267,120,CAMELSH,4,0
CAMELSH__05540500,281,122,CAMELSH,4,1
CAMELSH__05541710,109,53,CAMELSH,1,4
CAMELSH__05542000,224,97,CAMELSH,3,3
CAMELSH__05543830,278,126,CAMELSH,4,2
CAMELSH__05544200,295,133,CAMELSH,4,1
CAMELSH__05545750,205,93,CAMELSH,2,1
CAMELSH__05548280,260,117,CAMELSH,3,2
CAMELSH__05549000,76,40,CAMELSH,0,0
CAMELSH__05550000,163,71,CAMELSH,1,4
CAMELSH__05550300,189,88,CAMELSH,2,0
CAMELSH__05550500,280,126,CAMELSH,4,3
CAMELSH__05551200,259,114,CAMELSH,3,4
CAMELSH__05551330,193,88,CAMELSH,2,3
CAMELSH__05551540,161,75,CAMELSH,1,4
CAMELSH__05551675,173,81,CAMELSH,2,2
CAMELSH__05551700,271,117,CAMELSH,4,4
CAMELSH__05552500,266,116,CAMELSH,3,4
CAMELSH__05554500,270,117,CAMELSH,4,2
CAMELSH__05555300,256,111,CAMELSH,3,1
CAMELSH__05556500,235,106,CAMELSH,3,4
CAMELSH__05560500,193,87,CAMELSH,2,2
CAMELSH__05561500,142,64,CAMELSH,1,1
CAMELSH__05564400,6,9,CAMELSH,0,4
CAMELSH__05567500,255,111,CAMELSH,3,1
CAMELSH__05568000,246,109,CAMELSH,3,1
CAMELSH__05568800,251,109,CAMELSH,3,0
CAMELSH__05569500,247,108,CAMELSH,3,3
CAMELSH__05570000,241,105,CAMELSH,3,2
CAMELSH__05570360,21,9,CAMELSH,0,3
CAMELSH__05570370,19,9,CAMELSH,0,2
CAMELSH__05570910,247,108,CAMELSH,3,1
CAMELSH__05572000,270,122,CAMELSH,4,4
CAMELSH__05573540,276,120,CAMELSH,4,3
CAMELSH__05576000,236,103,CAMELSH,3,4
CAMELSH__05576500,259,111,CAMELSH,3,3
CAMELSH__05577500,243,108,CAMELSH,3,1
CAMELSH__05578500,264,115,CAMELSH,3,3
CAMELSH__05579500,250,108,CAMELSH,3,3
CAMELSH__05579725,142,68,CAMELSH,1,2
CAMELSH__05580000,244,106,CAMELSH,3,0
CAMELSH__05580950,285,123,CAMELSH,4,3
CAMELSH__05582000,257,110,CAMELSH,3,3
CAMELSH__05584500,239,104,CAMELSH,3,1
CAMELSH__05585000,242,105,CAMELSH,3,1
CAMELSH__05587000,236,105,CAMELSH,3,3
CAMELSH__05590800,215,92,CAMELSH,2,4
CAMELSH__05590950,211,95,CAMELSH,2,0
CAMELSH__05591200,260,114,CAMELSH,3,4
CAMELSH__05591550,249,109,CAMELSH,3,0
CAMELSH__05591700,250,109,CAMELSH,3,3
CAMELSH__05592000,278,124,CAMELSH,4,3
CAMELSH__05592050,241,105,CAMELSH,3,2
CAMELSH__05592100,229,98,CAMELSH,3,4
CAMELSH__05592500,278,123,CAMELSH,4,0
CAMELSH__05592575,224,101,CAMELSH,3,4
CAMELSH__05593575,243,109,CAMELSH,3,0
CAMELSH__05593900,267,115,CAMELSH,3,1
CAMELSH__05595730,260,112,CAMELSH,3,3
CAMELSH__06006000,117,54,CAMELSH,1,2
CAMELSH__06012500,130,59,CAMELSH,1,4
CAMELSH__06016000,169,74,CAMELSH,2,0
CAMELSH__06017000,117,54,CAMELSH,1,4
CAMELSH__06018500,213,98,CAMELSH,2,2
CAMELSH__06019500,233,106,CAMELSH,3,3
CAMELSH__06020600,233,107,CAMELSH,3,1
CAMELSH__06024450,134,61,CAMELSH,1,2
CAMELSH__06024540,117,54,CAMELSH,1,0
CAMELSH__06025250,115,53,CAMELSH,1,4
CAMELSH__06025500,186,86,CAMELSH,2,0
CAMELSH__06260000,13,9,CAMELSH,0,1
CAMELSH__06260400,40,21,CAMELSH,0,1
CAMELSH__06265337,80,39,CAMELSH,0,1
CAMELSH__06276500,75,33,CAMELSH,0,3
CAMELSH__06278300,197,88,CAMELSH,2,3
CAMELSH__06278500,74,32,CAMELSH,0,0
CAMELSH__06280300,236,108,CAMELSH,3,4
CAMELSH__06285100,210,96,CAMELSH,2,2
CAMELSH__06289000,227,98,CAMELSH,3,1
CAMELSH__06289600,191,88,CAMELSH,2,1
CAMELSH__06289820,183,85,CAMELSH,2,2
CAMELSH__06290000,54,23,CAMELSH,0,0
CAMELSH__06290500,51,27,CAMELSH,0,0
CAMELSH__06291500,69,30,CAMELSH,0,4
CAMELSH__06294000,105,45,CAMELSH,0,0
CAMELSH__06295113,150,67,CAMELSH,1,3
CAMELSH__06295250,33,17,CAMELSH,0,4
CAMELSH__06296003,51,25,CAMELSH,0,2
CAMELSH__06298000,218,97,CAMELSH,3,1
CAMELSH__06299500,25,11,CAMELSH,0,4
CAMELSH__06299980,71,36,CAMELSH,0,0
CAMELSH__06301480,43,22,CAMELSH,0,2
CAMELSH__06303500,32,14,CAMELSH,0,4
CAMELSH__06305700,141,66,CAMELSH,1,3
CAMELSH__06306200,46,25,CAMELSH,0,0
CAMELSH__06306250,81,38,CAMELSH,0,3
CAMELSH__06306300,172,77,CAMELSH,2,1
CAMELSH__06307500,230,103,CAMELSH,3,3
CAMELSH__06307600,78,37,CAMELSH,0,4
CAMELSH__06307616,167,75,CAMELSH,2,3
CAMELSH__06307740,77,36,CAMELSH,0,4
CAMELSH__06309200,210,96,CAMELSH,2,4
CAMELSH__06311000,175,81,CAMELSH,2,0
CAMELSH__06311400,206,95,CAMELSH,2,3
CAMELSH__06313500,116,55,CAMELSH,1,1
CAMELSH__06316400,59,29,CAMELSH,0,3
CAMELSH__06317020,82,42,CAMELSH,0,1
CAMELSH__06318500,80,39,CAMELSH,0,0
CAMELSH__06320000,71,30,CAMELSH,0,3
CAMELSH__06320500,35,15,CAMELSH,0,1
CAMELSH__06323000,56,27,CAMELSH,0,3
CAMELSH__06324000,64,31,CAMELSH,0,4
CAMELSH__06324970,201,93,CAMELSH,2,1
CAMELSH__06329597,26,15,CAMELSH,0,0
CAMELSH__06331000,144,66,CAMELSH,1,3
CAMELSH__06332000,47,25,CAMELSH,0,3
CAMELSH__06332515,114,51,CAMELSH,1,0
CAMELSH__06332523,106,50,CAMELSH,1,0
CAMELSH__06332770,113,51,CAMELSH,1,3
CAMELSH__06334500,176,77,CAMELSH,2,4
CAMELSH__06336600,89,42,CAMELSH,0,4
CAMELSH__06339100,147,67,CAMELSH,1,3
CAMELSH__06339500,139,63,CAMELSH,1,0
CAMELSH__06340000,121,56,CAMELSH,1,4
CAMELSH__06340500,149,66,CAMELSH,1,2
CAMELSH__06342260,131,62,CAMELSH,1,4
CAMELSH__06342450,78,35,CAMELSH,0,0
CAMELSH__06343000,62,31,CAMELSH,0,0
CAMELSH__06344600,125,59,CAMELSH,1,0
CAMELSH__06345500,115,54,CAMELSH,1,3
CAMELSH__06345780,129,61,CAMELSH,1,1
CAMELSH__06347000,99,47,CAMELSH,0,4
CAMELSH__06347500,108,50,CAMELSH,1,3
CAMELSH__06348300,126,58,CAMELSH,1,1
CAMELSH__06348500,82,39,CAMELSH,0,2
CAMELSH__06349000,139,64,CAMELSH,1,1
CAMELSH__06349600,76,35,CAMELSH,0,0
CAMELSH__06350000,123,57,CAMELSH,1,1
CAMELSH__06351200,114,53,CAMELSH,1,4
CAMELSH__06352000,119,55,CAMELSH,1,4
CAMELSH__06353000,115,54,CAMELSH,1,1
CAMELSH__06354580,119,54,CAMELSH,1,1
CAMELSH__06354882,94,47,CAMELSH,0,4
CAMELSH__06355500,172,79,CAMELSH,2,0
CAMELSH__06356000,10,9,CAMELSH,0,2
CAMELSH__06356500,148,69,CAMELSH,1,3
CAMELSH__06359500,155,71,CAMELSH,1,2
CAMELSH__06365900,25,18,CAMELSH,0,4
CAMELSH__06392900,192,89,CAMELSH,2,4
CAMELSH__06392950,210,97,CAMELSH,2,4
CAMELSH__06394000,25,16,CAMELSH,0,4
CAMELSH__06400000,188,87,CAMELSH,2,0
CAMELSH__06400875,218,100,CAMELSH,3,1
CAMELSH__06402000,257,117,CAMELSH,3,3
CAMELSH__06402430,233,107,CAMELSH,3,0
CAMELSH__06402500,242,110,CAMELSH,3,0
CAMELSH__06403300,204,89,CAMELSH,2,2
CAMELSH__06404000,227,99,CAMELSH,3,3
CAMELSH__06406000,236,109,CAMELSH,3,2
CAMELSH__06408700,247,112,CAMELSH,3,2
CAMELSH__06409000,207,95,CAMELSH,2,4
CAMELSH__06422500,183,84,CAMELSH,2,2
CAMELSH__06425100,212,97,CAMELSH,2,0
CAMELSH__06425500,193,90,CAMELSH,2,2
CAMELSH__06425720,66,33,CAMELSH,0,1
CAMELSH__06426130,80,39,CAMELSH,0,3
CAMELSH__06426160,81,41,CAMELSH,0,1
CAMELSH__06426500,163,73,CAMELSH,1,1
CAMELSH__06428200,40,20,CAMELSH,0,2
CAMELSH__06428500,181,83,CAMELSH,2,2
CAMELSH__06429500,165,76,CAMELSH,2,1
CAMELSH__06429905,216,99,CAMELSH,3,3
CAMELSH__06430500,253,115,CAMELSH,3,1
CAMELSH__06430532,101,50,CAMELSH,1,3
CAMELSH__06430770,250,114,CAMELSH,3,2
CAMELSH__06430800,167,77,CAMELSH,2,2
CAMELSH__06430850,247,113,CAMELSH,3,2
CAMELSH__06430900,99,50,CAMELSH,0,2
CAMELSH__06431500,194,90,CAMELSH,2,0
CAMELSH__06433000,232,105,CAMELSH,3,1
CAMELSH__06433500,26,16,CAMELSH,0,0
CAMELSH__06436180,186,85,CAMELSH,2,3
CAMELSH__06436190,249,114,CAMELSH,3,1
CAMELSH__06436198,194,89,CAMELSH,2,0
CAMELSH__06436760,139,66,CAMELSH,1,3
CAMELSH__06437020,211,96,CAMELSH,2,4
CAMELSH__06439000,21,12,CAMELSH,0,1
CAMELSH__06440200,199,92,CAMELSH,2,1
CAMELSH__06441500,167,77,CAMELSH,2,1
CAMELSH__06445685,188,84,CAMELSH,2,1
CAMELSH__06446000,166,76,CAMELSH,2,4
CAMELSH__06446700,164,71,CAMELSH,1,2
CAMELSH__06447230,137,66,CAMELSH,1,4
CAMELSH__06447500,180,82,CAMELSH,2,3
CAMELSH__06448000,73,36,CAMELSH,0,4
CAMELSH__06449000,217,100,CAMELSH,3,2
CAMELSH__06449100,191,87,CAMELSH,2,0
CAMELSH__06449400,32,20,CAMELSH,0,1
CAMELSH__06449500,161,76,CAMELSH,2,1
CAMELSH__06450500,149,71,CAMELSH,1,3
CAMELSH__06452320,179,82,CAMELSH,2,4
CAMELSH__06453255,69,35,CAMELSH,0,2
CAMELSH__06453600,123,57,CAMELSH,1,3
CAMELSH__06463500,232,103,CAMELSH,3,1
CAMELSH__06464100,177,81,CAMELSH,2,1
CAMELSH__06464500,180,80,CAMELSH,2,3
CAMELSH__06465700,96,46,CAMELSH,0,3
CAMELSH__06466400,131,57,CAMELSH,1,4
CAMELSH__06466500,149,68,CAMELSH,1,3
CAMELSH__06468170,147,68,CAMELSH,1,3
CAMELSH__06468250,144,65,CAMELSH,1,3
CAMELSH__06469400,150,69,CAMELSH,1,2
CAMELSH__06469500,6,8,CAMELSH,0,3
CAMELSH__06470000,141,68,CAMELSH,1,0
CAMELSH__06470800,115,54,CAMELSH,1,3
CAMELSH__06471200,169,79,CAMELSH,2,4
CAMELSH__06471500,179,81,CAMELSH,2,2
CAMELSH__06471800,122,58,CAMELSH,1,1
CAMELSH__06477500,205,92,CAMELSH,2,3
CAMELSH__06478540,94,47,CAMELSH,0,1
CAMELSH__06478600,147,68,CAMELSH,1,2
CAMELSH__06478690,180,82,CAMELSH,2,3
CAMELSH__06479010,186,84,CAMELSH,2,0
CAMELSH__06479215,167,77,CAMELSH,2,0
CAMELSH__06479438,170,78,CAMELSH,2,3
CAMELSH__06479500,116,54,CAMELSH,1,0
CAMELSH__06479525,163,74,CAMELSH,2,3
CAMELSH__06479770,115,53,CAMELSH,1,1
CAMELSH__06480000,178,81,CAMELSH,2,4
CAMELSH__06481000,167,77,CAMELSH,2,4
CAMELSH__06481480,119,56,CAMELSH,1,2
CAMELSH__06481500,170,78,CAMELSH,2,0
CAMELSH__06482000,101,49,CAMELSH,0,4
CAMELSH__06482610,119,56,CAMELSH,1,0
CAMELSH__06483290,137,64,CAMELSH,1,0
CAMELSH__06483500,166,76,CAMELSH,2,4
CAMELSH__06600000,82,35,CAMELSH,0,4
CAMELSH__06600100,177,81,CAMELSH,2,2
CAMELSH__06600300,11,10,CAMELSH,0,4
CAMELSH__06600500,180,82,CAMELSH,2,4
CAMELSH__06600900,124,54,CAMELSH,1,0
CAMELSH__06601000,170,75,CAMELSH,2,2
CAMELSH__06605000,207,91,CAMELSH,2,0
CAMELSH__06605850,202,92,CAMELSH,2,0
CAMELSH__06606600,201,91,CAMELSH,2,2
CAMELSH__06607200,188,85,CAMELSH,2,1
CAMELSH__06607500,180,82,CAMELSH,2,4
CAMELSH__06608500,192,87,CAMELSH,2,0
CAMELSH__06609500,190,87,CAMELSH,2,2
CAMELSH__06610732,81,40,CAMELSH,0,1
CAMELSH__06610750,57,29,CAMELSH,0,1
CAMELSH__06610795,58,30,CAMELSH,0,0
CAMELSH__06614800,203,91,CAMELSH,2,3
CAMELSH__06620000,165,73,CAMELSH,2,4
CAMELSH__06622700,223,102,CAMELSH,3,1
CAMELSH__06622900,78,34,CAMELSH,0,1
CAMELSH__06623800,197,89,CAMELSH,2,4
CAMELSH__06625000,194,88,CAMELSH,2,2
CAMELSH__06627800,73,34,CAMELSH,0,4
CAMELSH__06628900,79,37,CAMELSH,0,0
CAMELSH__06632400,195,89,CAMELSH,2,4
CAMELSH__06634620,215,99,CAMELSH,3,0
CAMELSH__06635000,188,82,CAMELSH,2,2
CAMELSH__06637750,13,11,CAMELSH,0,0
CAMELSH__06639000,75,32,CAMELSH,0,4
CAMELSH__06647500,146,67,CAMELSH,1,2
CAMELSH__06653500,29,19,CAMELSH,0,0
CAMELSH__06659500,14,10,CAMELSH,0,4
CAMELSH__06659502,72,35,CAMELSH,0,1
CAMELSH__06659580,87,41,CAMELSH,0,3
CAMELSH__06660000,47,25,CAMELSH,0,3
CAMELSH__06661000,80,34,CAMELSH,0,2
CAMELSH__06661585,101,43,CAMELSH,0,2
CAMELSH__06664400,71,34,CAMELSH,0,1
CAMELSH__06665790,76,36,CAMELSH,0,2
CAMELSH__06696980,75,36,CAMELSH,0,3
CAMELSH__06700000,82,39,CAMELSH,0,1
CAMELSH__06701620,64,31,CAMELSH,0,0
CAMELSH__06701900,163,77,CAMELSH,2,4
CAMELSH__06708800,170,80,CAMELSH,2,3
CAMELSH__06709000,224,99,CAMELSH,3,2
CAMELSH__06709530,236,106,CAMELSH,3,1
CAMELSH__06710150,155,74,CAMELSH,1,3
CAMELSH__06710247,221,102,CAMELSH,3,3
CAMELSH__06710385,186,85,CAMELSH,2,2
CAMELSH__06710605,156,74,CAMELSH,1,4
CAMELSH__06712000,201,91,CAMELSH,2,3
CAMELSH__06713500,285,128,CAMELSH,4,3
CAMELSH__06717400,63,31,CAMELSH,0,3
CAMELSH__06720820,268,119,CAMELSH,4,3
CAMELSH__06720990,228,105,CAMELSH,3,1
CAMELSH__06727000,7,4,CAMELSH,0,4
CAMELSH__06746095,117,52,CAMELSH,1,0
CAMELSH__06746110,182,82,CAMELSH,2,4
CAMELSH__06751150,205,95,CAMELSH,2,2
CAMELSH__06751490,237,106,CAMELSH,3,0
CAMELSH__06755960,146,66,CAMELSH,1,3
CAMELSH__06762500,85,41,CAMELSH,0,1
CAMELSH__06769000,148,67,CAMELSH,1,1
CAMELSH__06769525,142,64,CAMELSH,1,4
CAMELSH__06771500,6,5,CAMELSH,0,0
CAMELSH__06772000,4,8,CAMELSH,0,0
CAMELSH__06772100,84,42,CAMELSH,0,3
CAMELSH__06772775,127,56,CAMELSH,1,3
CAMELSH__06772898,166,76,CAMELSH,2,3
CAMELSH__06773500,152,70,CAMELSH,1,2
CAMELSH__06775500,226,102,CAMELSH,3,0
CAMELSH__06776500,9,9,CAMELSH,0,2
CAMELSH__06783500,6,8,CAMELSH,0,4
CAMELSH__06784000,205,93,CAMELSH,2,0
CAMELSH__06784800,8,9,CAMELSH,0,4
CAMELSH__06786000,202,92,CAMELSH,2,2
CAMELSH__06787500,12,11,CAMELSH,0,2
CAMELSH__06788500,11,10,CAMELSH,0,1
CAMELSH__06791500,8,10,CAMELSH,0,3
CAMELSH__06792000,4,5,CAMELSH,0,1
CAMELSH__06794000,190,82,CAMELSH,2,4
CAMELSH__06794650,200,92,CAMELSH,2,0
CAMELSH__06795500,186,80,CAMELSH,2,2
CAMELSH__06797500,97,47,CAMELSH,0,2
CAMELSH__06798500,6,7,CAMELSH,0,1
CAMELSH__06799000,182,80,CAMELSH,2,1
CAMELSH__06799100,190,82,CAMELSH,2,1
CAMELSH__06799445,143,62,CAMELSH,1,1
CAMELSH__06799450,6,7,CAMELSH,0,4
CAMELSH__06799460,30,18,CAMELSH,0,2
CAMELSH__06799500,155,67,CAMELSH,1,0
CAMELSH__06800000,192,84,CAMELSH,2,0
CAMELSH__06803000,158,69,CAMELSH,1,3
CAMELSH__06803080,203,88,CAMELSH,2,2
CAMELSH__06803093,193,83,CAMELSH,2,0
CAMELSH__06803170,201,86,CAMELSH,2,1
CAMELSH__06803486,156,72,CAMELSH,1,3
CAMELSH__06803495,125,60,CAMELSH,1,3
CAMELSH__06803500,184,80,CAMELSH,2,0
CAMELSH__06803510,202,87,CAMELSH,2,4
CAMELSH__06803513,229,99,CAMELSH,3,4
CAMELSH__06803520,205,90,CAMELSH,2,0
CAMELSH__06803530,194,84,CAMELSH,2,3
CAMELSH__06803555,175,75,CAMELSH,2,0
CAMELSH__06804000,146,65,CAMELSH,1,4
CAMELSH__06804700,202,90,CAMELSH,2,0
CAMELSH__06804900,104,52,CAMELSH,1,2
CAMELSH__06806500,142,62,CAMELSH,1,2
CAMELSH__06807410,198,85,CAMELSH,2,3
CAMELSH__06808500,218,100,CAMELSH,3,0
CAMELSH__06809210,192,88,CAMELSH,2,2
CAMELSH__06809500,217,99,CAMELSH,3,0
CAMELSH__06810000,175,81,CAMELSH,2,4
CAMELSH__06811500,158,69,CAMELSH,1,0
CAMELSH__06813000,120,54,CAMELSH,1,3
CAMELSH__06814000,185,79,CAMELSH,2,3
CAMELSH__06814500,91,45,CAMELSH,0,3
CAMELSH__06815000,191,83,CAMELSH,2,4
CAMELSH__06817000,238,107,CAMELSH,3,2
CAMELSH__06817500,52,29,CAMELSH,0,1
CAMELSH__06817700,183,79,CAMELSH,2,2
CAMELSH__06819185,245,110,CAMELSH,3,0
CAMELSH__06820410,111,54,CAMELSH,1,3
CAMELSH__06820500,208,89,CAMELSH,2,1
CAMELSH__06821080,159,74,CAMELSH,1,0
CAMELSH__06821150,196,91,CAMELSH,2,1
CAMELSH__06821190,219,94,CAMELSH,2,3
CAMELSH__06821500,138,63,CAMELSH,1,2
CAMELSH__06823500,171,76,CAMELSH,2,0
CAMELSH__06827000,153,70,CAMELSH,1,4
CAMELSH__06827500,119,52,CAMELSH,1,1
CAMELSH__06831500,8,9,CAMELSH,0,1
CAMELSH__06832500,6,7,CAMELSH,0,3
CAMELSH__06834000,113,54,CAMELSH,1,2
CAMELSH__06835000,5,8,CAMELSH,0,3
CAMELSH__06835500,201,92,CAMELSH,2,3
CAMELSH__06836500,210,94,CAMELSH,2,2
CAMELSH__06837300,6,3,CAMELSH,0,0
CAMELSH__06844000,3,5,CAMELSH,0,3
CAMELSH__06844900,85,37,CAMELSH,0,2
CAMELSH__06845000,69,34,CAMELSH,0,2
CAMELSH__06845110,183,84,CAMELSH,2,1
CAMELSH__06846000,105,49,CAMELSH,1,4
CAMELSH__06846500,249,114,CAMELSH,3,0
CAMELSH__06847000,77,35,CAMELSH,0,1
CAMELSH__06847500,190,83,CAMELSH,2,3
CAMELSH__06847900,237,108,CAMELSH,3,3
CAMELSH__06851500,2,5,CAMELSH,0,2
CAMELSH__06852000,6,6,CAMELSH,0,2
CAMELSH__06853800,197,91,CAMELSH,2,1
CAMELSH__06854000,9,10,CAMELSH,0,1
CAMELSH__06860000,246,111,CAMELSH,3,3
CAMELSH__06863500,211,96,CAMELSH,2,4
CAMELSH__06866900,181,84,CAMELSH,2,0
CAMELSH__06867000,116,56,CAMELSH,1,3
CAMELSH__06868200,210,97,CAMELSH,2,4
CAMELSH__06869500,231,107,CAMELSH,3,3
CAMELSH__06869950,167,79,CAMELSH,2,2
CAMELSH__06870300,147,69,CAMELSH,1,3
CAMELSH__06871000,183,82,CAMELSH,2,3
CAMELSH__06871500,203,93,CAMELSH,2,2
CAMELSH__06871800,42,25,CAMELSH,0,0
CAMELSH__06872500,225,97,CAMELSH,3,3
CAMELSH__06873000,156,73,CAMELSH,1,4
CAMELSH__06873200,55,31,CAMELSH,0,2
CAMELSH__06873460,240,110,CAMELSH,3,3
CAMELSH__06874000,233,100,CAMELSH,3,1
CAMELSH__06876700,206,94,CAMELSH,2,1
CAMELSH__06878000,250,114,CAMELSH,3,1
CAMELSH__06879650,319,141,CAMELSH,4,3
CAMELSH__06879900,11,11,CAMELSH,0,3
CAMELSH__06880000,11,11,CAMELSH,0,2
CAMELSH__06880500,7,8,CAMELSH,0,3
CAMELSH__06880800,196,85,CAMELSH,2,4
CAMELSH__06881000,207,90,CAMELSH,2,0
CAMELSH__06881200,9,5,CAMELSH,0,2
CAMELSH__06881380,125,54,CAMELSH,1,1
CAMELSH__06883000,174,77,CAMELSH,2,0
CAMELSH__06884000,195,84,CAMELSH,2,4
CAMELSH__06884025,200,87,CAMELSH,2,0
CAMELSH__06884200,178,82,CAMELSH,2,2
CAMELSH__06884400,224,102,CAMELSH,3,1
CAMELSH__06885500,236,107,CAMELSH,3,0
CAMELSH__06888000,151,72,CAMELSH,1,1
CAMELSH__06888500,199,92,CAMELSH,2,3
CAMELSH__06889140,15,11,CAMELSH,0,3
CAMELSH__06889160,16,13,CAMELSH,0,1
CAMELSH__06889200,203,92,CAMELSH,2,0
CAMELSH__06889500,256,115,CAMELSH,3,1
CAMELSH__06890100,242,108,CAMELSH,3,4
CAMELSH__06890900,143,67,CAMELSH,1,0
CAMELSH__06891260,153,69,CAMELSH,1,2
CAMELSH__06891500,258,117,CAMELSH,3,0
CAMELSH__06891810,59,31,CAMELSH,0,4
CAMELSH__06892000,229,103,CAMELSH,3,2
CAMELSH__06892360,158,71,CAMELSH,1,0
CAMELSH__06892495,157,74,CAMELSH,1,2
CAMELSH__06892513,165,78,CAMELSH,2,3
CAMELSH__06893080,247,112,CAMELSH,3,2
CAMELSH__06893100,159,75,CAMELSH,1,1
CAMELSH__06893150,134,65,CAMELSH,1,4
CAMELSH__06893300,266,121,CAMELSH,4,4
CAMELSH__06893390,163,77,CAMELSH,2,4
CAMELSH__06893400,35,22,CAMELSH,0,3
CAMELSH__06893500,225,97,CAMELSH,3,2
CAMELSH__06893557,195,90,CAMELSH,2,3
CAMELSH__06893562,66,35,CAMELSH,0,1
CAMELSH__06893578,165,76,CAMELSH,2,2
CAMELSH__06893620,141,68,CAMELSH,1,0
CAMELSH__06893793,7,9,CAMELSH,0,3
